Confirmation Number,Order Number,Trade Date,Buy/ Sell,Security,Units,Average Price ($),Brokerage (inc GST.),Net Proceeds ($),Settlement Date,Confirmation Status,
,,25/10/2017,B,NHF,885,1.160,0.00,5000.00,16/01/2014,Confirmed,
,,12/12/2017,B,APX,229,1.160,0.00,1328.20,16/01/2014,Confirmed,
,,22/06/2018,B,WGB,2000,2.20,0.00,4400.00,16/01/2014,Confirmed,
,,18/11/2019,B,PBH,50,3.20,0.00,160.00,18/11/2019,Confirmed,
,,26/11/2019,B,EML,66,3.55,0.00,234.30,26/11/2019,Confirmed,
